FLIGHT_IDENTIFIER,ARRIVAL_EPOCH,ARRIVAL_DELAY
N8305EBNAFLL23710460,23710579.0,-16.0
N917WNDALLAS23710370,23710579.0,24.0
N7702ABOSHOU23710325,23710580.0,-40.0
N8316HSMFLAS23710495,23710580.0,5.0
N472WNOAKDEN23710440,23710580.0,-10.0
N290WNSTLBNA23710535,23710581.0,-19.0
N469WNSMFSAN23710500,23710581.0,-9.0
N735SALGAMDW23710405,23710581.0,21.0
N8606COAKLAX23710500,23710581.0,1.0
N363SWMCOATL23710485,23710581.0,-9.0
N461WNSEADEN23710435,23710581.0,-9.0
N941WNDALSTL23710495,23710581.0,-9.0
N426WNSFOPHX23710475,23710582.0,-3.0
N703SWPDXDEN23710440,23710582.0,-3.0
N254WNBOSBWI23710490,23710582.0,-8.0
N526SWAUSDAL23710530,23710583.0,-2.0
N938WNLASSMF23710500,23710584.0,-6.0
N280WNATLDAL23710455,23710584.0,-21.0
N935WNDENSJC23710440,23710584.0,-21.0
N7718BBURSJC23710525,23710585.0,-10.0
N468WNSTLDCA23710480,23710585.0,-5.0
N742SWOAKABQ23710455,23710585.0,-5.0
N521SWSATDAL23710520,23710586.0,6.0
N8651ARNOLAS23710500,23710586.0,1.0
N497WNSNAOAK23710495,23710586.0,-4.0
N379SWHOUMCI23710460,23710586.0,11.0
N759GSPDXPHX23710425,23710587.0,2.0
N448WNMDWOKC23710475,23710587.0,-18.0
N7813PATLLAS23710320,23710587.0,-23.0
N206WNDALLBB23710530,23710587.0,-13.0
N736SABWIBDL23710530,23710588.0,-7.0
N918WNBWIMKE23710475,23710588.0,-12.0
N443WNOAKSAN23710500,23710588.0,3.0
N8604KSJCPHX23710475,23710588.0,3.0
N697SWDALELP23710485,23710588.0,-7.0
N219WNBURSMF23710515,23710588.0,-7.0
N7747CMDWLAX23710330,23710588.0,-22.0
N771SAATLBOS23710430,23710588.0,3.0
N900WNBWIBNA23710480,23710591.0,-14.0
N719SWMDWMEM23710500,23710592.0,-13.0
N386SWPHXSAN23710530,23710592.0,-8.0
N261WNMCOMKE23710425,23710593.0,-7.0
N399WNDENABQ23710525,23710594.0,-6.0
N8622AMDWMSP23710490,23710595.0,15.0
N7735ABWIPIT23710535,23710595.0,-5.0
N553WNGRRTPA23710445,23710595.0,-25.0
N640SWSEASMF23710500,23710595.0,-10.0
N684WNHOUHRL23710530,23710595.0,0.0
N419WNFLLLAS23710260,23710596.0,-14.0
N262WNLASBUR23710545,23710597.0,-8.0
N651SWBNARSW23710500,23710597.0,-23.0
N299WNOAKLAS23710510,23710597.0,2.0
N8310CMCIPHX23710420,23710598.0,-2.0
N278WNBDLTPA23710435,23710599.0,-31.0
N452WNMCIMDW23710525,23710599.0,-6.0
N7815LBWIPVD23710535,23710599.0,-6.0
N286WNSANLAS23710540,23710599.0,-11.0
N945WNATLIND23710500,23710599.0,-1.0
N437WNDENDAL23710500,23710599.0,-16.0
N914WNPITMDW23710515,23710601.0,-19.0
N499WNMDWLGA23710415,23710601.0,61.0
N209WNATLMSP23710430,23710601.0,1.0
N952WNSATLAS23710440,23710602.0,-18.0
N405WNLBBDAL23710550,23710602.0,-13.0
N491WNSNALAS23710545,23710602.0,-8.0
N7749BCMHMDW23710530,23710603.0,-7.0
N485WNMDWLIT23710505,23710603.0,-12.0
N248WNSANOAK23710520,23710603.0,-7.0
N317WNPDXSJC23710505,23710604.0,-6.0
N560WNCLEPHX23710310,23710605.0,0.0
N788SADENSTL23710505,23710606.0,-19.0
N774SWMCITPA23710480,23710607.0,-23.0
N231WNATLSAT23710455,23710607.0,-8.0
N367SWPHXSMF23710505,23710607.0,-33.0
N750SAFLLBWI23710470,23710608.0,-12.0
N291WNLITDAL23710550,23710608.0,-12.0
N215WNLASSNA23710560,23710608.0,-17.0
N764SWLGAATL23710465,23710609.0,-26.0
N244WNORFMCO23710500,23710609.0,-16.0
N7736ACRPHOU23710565,23710609.0,-6.0
N8623FBWIMSY23710425,23710609.0,-1.0
N8315CMKEPHX23710370,23710610.0,-10.0
N966WNOAKONT23710530,23710610.0,5.0
N366SWATLJAX23710550,23710610.0,-20.0
N747SAMCOMDW23710440,23710611.0,-4.0
N389SWBNAMCI23710500,23710611.0,6.0
N602SWBWIMHT23710535,23710611.0,1.0
N247WNALBFLL23710395,23710611.0,6.0
N397SWBWIPWM23710530,23710612.0,-3.0
N646SWSANSJC23710530,23710612.0,-3.0
N376SWLASABQ23710530,23710613.0,-2.0
N787SASJCDEN23710475,23710613.0,-17.0
N514SWELPAUS23710530,23710613.0,-7.0
N258WNATLRSW23710530,23710614.0,-26.0
N8323CMKELAS23710375,23710614.0,-16.0
N404WNTPAPHL23710475,23710614.0,-6.0
N956WNMCOSAT23710435,23710614.0,-6.0
N260WNHOURDU23710485,23710615.0,-15.0
N8329BAUSDEN23710495,23710616.0,-14.0
N628SWMDWDSM23710545,23710616.0,-4.0
N358SWDALHOU23710560,23710616.0,-9.0
N614SWBWIALB23710525,23710616.0,21.0
N400WNSMFBUR23710555,23710617.0,-8.0
N652SWHOUDAL23710560,23710618.0,-2.0
N958WNBWIAUS23710375,23710618.0,8.0
N277WNBURLAS23710560,23710619.0,-1.0
N955WNMCODAY23710450,23710620.0,35.0
N463WNLASLAX23710560,23710620.0,-10.0
N786SWHOUSTL23710515,23710620.0,-10.0
N237WNDALFLL23710470,23710621.0,-4.0
N784SWATLRIC23710535,23710621.0,-9.0
N255WNPDXMCI23710440,23710622.0,-18.0
N704SWBWIRDU23710560,23710622.0,-8.0
N520SWDALAUS23710570,23710622.0,-3.0
N480WNINDMCO23710510,23710622.0,-28.0
N475WNBNABWI23710530,23710622.0,-8.0
N8643ADALMSY23710550,23710622.0,-8.0
N745SWBWILAS23710300,23710623.0,-12.0
N907WNTPAPIT23710485,23710623.0,3.0
N650SWBWIGRR23710530,23710623.0,-17.0
N554WNATLCAK23710530,23710623.0,-12.0
N775SWSFOSAN23710525,23710623.0,13.0
N757LVSTLBOS23710480,23710623.0,-2.0
N456WNOAKLAX23710560,23710624.0,-11.0
N340LVOAKPHX23710500,23710624.0,14.0
N7723EDCAMSY23710440,23710624.0,-1.0
N264LVRDUMCO23710535,23710624.0,-11.0
N643SWSTLMCI23710570,23710625.0,-10.0
N382SWLAXSFO23710555,23710625.0,-15.0
N364SWSLCLAX23710510,23710625.0,-10.0
N353SWBWIBOS23710550,23710626.0,-4.0
N228WNONTSMF23710550,23710626.0,-4.0
N368SWSEAPHX23710440,23710626.0,21.0
N616SWBNAPNS23710560,23710627.0,-8.0
N425LVSNADEN23710485,23710627.0,-8.0
N412WNATLMDW23710500,23710628.0,3.0
N394SWHOUPHX23710460,23710628.0,-22.0
N439WNLASSAN23710570,23710628.0,-7.0
N235WNBUROAK23710565,23710629.0,-6.0
N648SWABQLAX23710485,23710629.0,14.0
N924WNPHXSJC23710525,23710630.0,-15.0
N202WNLAXHOU23710450,23710631.0,-14.0
N609SWSEASAN23710475,23710631.0,-4.0
N649SWSTLTUL23710570,23710632.0,-13.0
N410WNBWIDEN23710390,23710632.0,-18.0
N8618NMSPPHX23710430,23710633.0,-17.0
N210WNMDWEWR23710515,23710633.0,-2.0
N259WNMCOCMH23710490,23710634.0,4.0
N375SWHOUELP23710525,23710634.0,-11.0
N487WNLAXTUS23710560,23710634.0,-1.0
N212WNMSYDCA23710490,23710634.0,4.0
N495WNBWITPA23710500,23710634.0,-21.0
N346SWBNACMH23710560,23710634.0,4.0
N221WNBWIFLL23710485,23710635.0,-15.0
N292WNSJCSAN23710555,23710635.0,5.0
N942WNMCOALB23710480,23710636.0,-4.0
N8619FBUFLAS23710315,23710636.0,1.0
N8639BDENSLC23710555,23710637.0,-13.0
N239WNMDWRDU23710545,23710637.0,-13.0
N8621ALASHOU23710470,23710637.0,-3.0
N284WNRNOSAN23710560,23710638.0,-12.0
N634SWSTLMCO23710515,23710638.0,-22.0
N770SAMHTTPA23710450,23710638.0,-27.0
N744SWPITBNA23710555,23710639.0,-26.0
N460WNLAXLAS23710550,23710639.0,29.0
N7720FAUSSJC23710420,23710639.0,-31.0
N8620HMDWHOU23710495,23710640.0,-25.0
N293WNBWIMDW23710530,23710640.0,-25.0
N963WNDALSAN23710465,23710640.0,-20.0
N790SWMDWDEN23710485,23710640.0,-15.0
N230WNDALMAF23710565,23710640.0,5.0
N7712GATLPHL23710530,23710640.0,-15.0
N453WNBWIMCI23710420,23710640.0,35.0
N7726ADCADAL23710440,23710641.0,-9.0
N282WNBUFBWI23710570,23710641.0,-4.0
N371SWSTLRSW23710515,23710642.0,-18.0
N8655DSANAUS23710480,23710642.0,-3.0
N489WNPHXEWR23710380,23710642.0,-18.0
N222WNATLPBI23710530,23710642.0,-8.0
N421LVSANDEN23710470,23710642.0,27.0
N483WNRDUBWI23710590,23710643.0,-12.0
N457WNSNASMF23710530,23710643.0,23.0
N562WNHOULGA23710415,23710643.0,38.0
N450WNHOUBNA23710545,23710643.0,-7.0
N953WNPHXSNA23710575,23710643.0,-7.0
N7733BBNACLE23710560,23710643.0,-2.0
N905WNBNAMDW23710560,23710644.0,-6.0
N781WNSNAOAK23710570,23710644.0,-21.0
N7740AHOUABQ23710525,23710644.0,-16.0
N365SWBWIMCO23710505,23710644.0,-16.0
N263WNATLDTW23710530,23710644.0,-11.0
N7748ABUFPHX23710335,23710644.0,-6.0
N559WNMCOISP23710510,23710645.0,-10.0
N8653APHXDEN23710540,23710646.0,-14.0
N8627BBNALAS23710405,23710646.0,-19.0
N755SAMCOSDF23710500,23710647.0,22.0
N604SWLAXOAK23710575,23710647.0,-3.0
N657SWATLBWI23710560,23710647.0,-23.0
N214WNMDWSDF23710595,23710648.0,-17.0
N245WNPHLLAS23710315,23710648.0,-12.0
N479WNSATBWI23710465,23710648.0,3.0
N406WNDALMDW23710515,23710649.0,4.0
N7728DHOUBHM23710565,23710649.0,-6.0
N601WNMSPATL23710520,23710649.0,-36.0
N8615EINDLAS23710380,23710649.0,4.0
N7746CMCOROC23710495,23710649.0,-6.0
N234WNMKERSW23710480,23710649.0,-16.0
N418WNLASDEN23710550,23710649.0,-11.0
N462WNMCOBDL23710505,23710650.0,-5.0
N287WNATLAUS23710500,23710650.0,-15.0
N754SWLASSMF23710580,23710650.0,-20.0
N372SWPHXLAS23710585,23710651.0,1.0
N968WNEWRSTL23710475,23710652.0,2.0
N511SWAMADAL23710595,23710652.0,-13.0
N8647ABWISJU23710420,23710652.0,-23.0
N398SWABQSAN23710530,23710652.0,7.0
N738CBBNADTW23710560,23710652.0,-3.0
N793SAMSYFLL23710550,23710653.0,-2.0
N7734HDALTPA23710535,23710654.0,-11.0
N612SWMCOMSY23710550,23710654.0,-11.0
N934WNMDWBWI23710560,23710654.0,-11.0
N930WNSFOLAS23710485,23710655.0,80.0
N388SWSTLOKC23710570,23710655.0,-20.0
N470WNSJCPDX23710545,23710655.0,5.0
N515SWMAFHOU23710585,23710655.0,-10.0
N281WNMDWDAL23710535,23710655.0,-30.0
N779SWSJCBUR23710600,23710655.0,-5.0
N642WNDTWATL23710560,23710655.0,-30.0
N638SWSJCLAX23710580,23710655.0,5.0
N551WNSNASJC23710570,23710656.0,11.0
N8306HMDWRSW23710500,23710656.0,-24.0
N746SWTPABWI23710530,23710656.0,-9.0
N7811FDALICT23710595,23710656.0,-9.0
N656SWATLTPA23710595,23710656.0,-24.0
N238WNPHXONT23710590,23710657.0,-8.0
N620SWELPLAX23710535,23710657.0,-8.0
N954WNFLLISP23710490,23710658.0,3.0
N743SWTPABDL23710500,23710658.0,3.0
N441WNOAKSAN23710575,23710658.0,-2.0
N449WNBWIDAY23710575,23710658.0,-7.0
N925WNLGABNA23710485,23710659.0,9.0
N921WNTPAAUS23710500,23710659.0,-11.0
N8635FTPALAS23710360,23710659.0,-11.0
N279WNSTLDAL23710570,23710660.0,-15.0
N226WNSDFMCO23710560,23710661.0,-24.0
N223WNCMHTPA23710535,23710661.0,-19.0
N762SWMCIATL23710570,23710662.0,-23.0
N8641BBWIPHX23710355,23710663.0,-17.0
N910WNTUSLAS23710580,23710663.0,3.0
N766SWMDWIAD23710560,23710663.0,3.0
N240WNBOSMCI23710435,23710663.0,-2.0
N557WNHOUOKC23710595,23710663.0,-12.0
N254WNBWIORF23710620,23710663.0,-7.0
N296WNPHLATL23710540,23710664.0,-21.0
N749SWSLCLAS23710590,23710664.0,-6.0
N7711NBWIROC23710535,23710664.0,54.0
N8317MSLCMDW23710490,23710665.0,-15.0
N465WNINDATL23710590,23710665.0,-20.0
N712SWSLCDEN23710585,23710665.0,-15.0
N556WNLGADAL23710430,23710665.0,-20.0
N908WNPHXHOU23710525,23710666.0,-9.0
N525SWHOUMSY23710610,23710666.0,-9.0
N7703AMDWMSY23710535,23710666.0,-14.0
N630WNCMHBWI23710600,23710667.0,-3.0
N8324APHXMDW23710480,23710667.0,-8.0
N401WNRSWBWI23710510,23710667.0,17.0
N467WNDALLGA23710450,23710667.0,22.0
N236WNECPHOU23710570,23710668.0,-22.0
N645SWRDUBNA23710580,23710668.0,-12.0
N777QCSMFSEA23710560,23710668.0,-7.0
N427WNLASBUR23710610,23710668.0,-7.0
N494WNPITLAS23710325,23710668.0,33.0
N714CBLASSJC23710595,23710668.0,-12.0
N207WNMCOSJU23710485,23710668.0,23.0
N8652BSTLPHX23710470,23710668.0,-17.0
N8610ACLEMDW23710600,23710669.0,-16.0
N763SWBWIATL23710565,23710669.0,-26.0
N7744ASANDAL23710500,23710670.0,0.0
N526SWDALHOU23710620,23710670.0,-15.0
N8322XMCOMCI23710480,23710670.0,5.0
N926WNHOUBOS23710465,23710670.0,-10.0
N220WNTUSMDW23710480,23710670.0,-10.0
N603SWMDWATL23710570,23710671.0,-9.0
N409WNMDWPHL23710565,23710671.0,-4.0
N705SWBURDEN23710545,23710671.0,-14.0
N442WNSMFLAS23710590,23710671.0,1.0
N901WNMDWSAT23710500,23710671.0,-14.0
N523SWSATDAL23710615,23710672.0,-3.0
N8314LBDLDEN23710405,23710672.0,-13.0
N270WNATLDEN23710465,23710672.0,-3.0
N414WNSEALAS23710505,23710672.0,27.0
N752SWMDWSTL23710620,23710672.0,-13.0
N508SWHOUDAL23710620,23710673.0,-7.0
N233LVBOSDEN23710395,23710673.0,-27.0
N288WNSJCSNA23710605,23710673.0,-7.0
N637SWLASOAK23710605,23710674.0,-21.0
N8634ADENMDW23710545,23710674.0,-11.0
N8632AFLLMSY23710565,23710675.0,-30.0
N380SWTPABNA23710560,23710675.0,5.0
N204WNLGAMKE23710535,23710676.0,-14.0
N909WNSEAOAK23710565,23710676.0,-14.0
N659SWBHMMDW23710565,23710676.0,1.0
N392SWRNOLAS23710610,23710676.0,-9.0
N420WNLASATL23710455,23710677.0,-3.0
N965WNATLPIT23710570,23710677.0,-3.0
N8656BTPADEN23710440,23710677.0,-13.0
N528SWHOUMAF23710600,23710678.0,-12.0
N615SWMSYHOU23710620,23710678.0,-17.0
N798SWTPARDU23710580,23710678.0,-2.0
N946WNPHLDEN23710430,23710678.0,-22.0
N729SWDALMCI23710595,23710679.0,-1.0
N608SWOMAPHX23710500,23710679.0,4.0
N438WNDENONT23710550,23710679.0,-11.0
N950WNAUSTPA23710555,23710679.0,-6.0
N447WNISPBWI23710625,23710679.0,-21.0
N941WNSTLMDW23710620,23710679.0,-6.0
N739GBDENLAS23710570,23710679.0,-6.0
N751SWDCATPA23710560,23710680.0,-35.0
N451WNBWIABQ23710415,23710680.0,-15.0
N8625AMCOLAS23710350,23710680.0,10.0
N791SWRDUDEN23710455,23710680.0,-20.0
N947WNBOIOAK23710580,23710681.0,-9.0
N8611FTPAMDW23710520,23710681.0,-9.0
N492WNATLMCO23710595,23710681.0,-4.0
N423WNATLLGA23710530,23710681.0,21.0
N8631ACMHLAS23710345,23710682.0,47.0
N7706AFLLSTL23710510,23710682.0,-8.0
N607SWSMFSAN23710600,23710682.0,-8.0
N8644CLASMDW23710490,23710682.0,-18.0
N8657BPBIBWI23710545,23710683.0,-2.0
N756SAMDWEWR23710570,23710683.0,-7.0
N969WNMDWAUS23710540,23710683.0,-27.0
N370SWBNAPHL23710560,23710683.0,8.0
N740SWDENTUS23710555,23710684.0,4.0
N274WNTULMDW23710590,23710684.0,-6.0
N7713ASFOLAX23710620,23710684.0,-26.0
N249WNDENLAX23710550,23710684.0,-16.0
N444WNIADDEN23710455,23710684.0,-16.0
N8327ASJCSEA23710555,23710684.0,-1.0
N709SWOAKBUR23710625,23710685.0,-5.0
N297WNOKCBWI23710530,23710685.0,-10.0
N949WNSANSEA23710520,23710685.0,-15.0
N354SWLAXOAK23710620,23710686.0,-14.0
N653SWOMADEN23710585,23710686.0,1.0
N669SWELPSAT23710605,23710687.0,-3.0
N466WNBWIRSW23710545,23710687.0,-33.0
N208WNMEMMCO23710590,23710687.0,-13.0
N8309CLAXMDW23710455,23710687.0,-13.0
N481WNCHSMDW23710560,23710687.0,-8.0
N7709ALAXATL23710440,23710688.0,-7.0
N7718BSJCONT23710625,23710689.0,-6.0
N627SWDTWBWI23710610,23710689.0,-21.0
N776WNOAKLAX23710625,23710689.0,-11.0
N8307KMDWMCO23710550,23710689.0,-21.0
N8628ASNAPHX23710485,23710689.0,114.0
N962WNDENSAN23710550,23710690.0,-5.0
N395SWTPACMH23710550,23710690.0,5.0
N654SWMSYBNA23710605,23710690.0,0.0
N927WNMCOPIT23710555,23710690.0,0.0
N951WNHOUATL23710590,23710690.0,-15.0
N902WNMDWABQ23710485,23710690.0,10.0
N912WNOMAMDW23710610,23710690.0,-15.0
N232WNLITPHX23710490,23710691.0,6.0
N201LVDENSNA23710555,23710691.0,-9.0
N7710APITDEN23710470,23710691.0,-9.0
N417WNGEGOAK23710565,23710691.0,1.0
N736SABDLBWI23710625,23710692.0,-8.0
N477WNSFOMDW23710460,23710692.0,-18.0
N641SWMCILAX23710485,23710693.0,-17.0
N266WNLAXLAS23710615,23710693.0,13.0
N647SWSJCLAS23710605,23710693.0,8.0
N403WNATLFLL23710595,23710693.0,-22.0
N252WNRSWMKE23710475,23710693.0,23.0
N384SWDENSMF23710550,23710694.0,-16.0
N710SWMSPSTL23710620,23710694.0,-16.0
N378SWTPAATL23710590,23710694.0,9.0
N933WNMCIMSY23710565,23710694.0,9.0
N455WNBWIFLL23710550,23710694.0,-21.0
N416WNSDFPHX23710440,23710694.0,4.0
N7707CSANPHX23710530,23710694.0,89.0
N379SWMCIDAL23710575,23710694.0,24.0
N7745ALITMDW23710590,23710694.0,4.0
N644SWSTLHOU23710570,23710695.0,-5.0
N7701BPDXMDW23710470,23710695.0,-10.0
N262WNBURSMF23710630,23710696.0,-9.0
N352SWMCOPVD23710540,23710696.0,1.0
N7743BDALSFO23710480,23710696.0,-19.0
N8617EONTPHX23710485,23710697.0,137.0
N275WNABQMDW23710545,23710697.0,-13.0
N922WNATLDCA23710600,23710697.0,-3.0
N454WNCMHDEN23710495,23710697.0,-8.0
N761RRTPABHM23710605,23710698.0,3.0
N701GSMDWSLC23710490,23710698.0,-7.0
N415WNMDWDEN23710550,23710698.0,-17.0
N242WNDENPHX23710500,23710698.0,73.0
N8605EDALMSY23710620,23710699.0,-1.0
N903WNMDWLGA23710555,23710700.0,25.0
N8642ESANMDW23710465,23710700.0,-5.0
N684WNHRLHOU23710650,23710700.0,-10.0
N706SWAUSPHX23710535,23710700.0,10.0
N606SWABQLAS23710610,23710700.0,-5.0
N780SWMCODEN23710445,23710700.0,0.0
N219WNSMFLAX23710625,23710700.0,-5.0
N617SWTPAGRR23710525,23710701.0,11.0
N8319FSEAMDW23710460,23710702.0,2.0
N434WNCHSBWI23710620,23710702.0,-8.0
N256WNLASRNO23710625,23710702.0,-3.0
N7752BATLPHX23710435,23710703.0,-2.0
N966WNONTLAS23710640,23710703.0,3.0
N964WNSNALAS23710630,23710703.0,8.0
N224WNMDWDCA23710610,23710703.0,-12.0
N8648AMCOSTL23710515,23710703.0,33.0
N7724AOAKMDW23710470,23710704.0,-11.0
N294WNTPAPVD23710550,23710705.0,-5.0
N773SASTLTPA23710600,23710705.0,-25.0
N734SATULPHX23710525,23710705.0,15.0
N772SWDENOAK23710555,23710705.0,-20.0
N8320JDENSFO23710540,23710705.0,-10.0
N700GSFLLDEN23710420,23710705.0,5.0
N960WNCLTHOU23710545,23710706.0,-19.0
N935WNSJCSNA23710635,23710706.0,-4.0
N345SAMCOIND23710505,23710706.0,56.0
N437WNDALAMA23710645,23710706.0,-9.0
N408WNOAKBOI23710620,23710707.0,-3.0
N217JCSATPHX23710540,23710707.0,17.0
N8326FLAXPHX23710500,23710708.0,128.0
N514SWAUSHOU23710655,23710708.0,3.0
N640SWSMFONT23710635,23710708.0,-2.0
N400WNBUROAK23710650,23710709.0,-11.0
N424WNMCOCAK23710570,23710709.0,-1.0
N797MXFLLBWI23710555,23710709.0,-1.0
N7813PLASLAX23710655,23710709.0,-21.0
N290WNBNADCA23710630,23710709.0,-21.0
N362SWCMHMCO23710590,23710710.0,-20.0
N317WNSJCLAX23710640,23710710.0,-10.0
N663SWLAXSLC23710610,23710710.0,-10.0
N8654BOMALAS23710520,23710710.0,5.0
N7747CLAXSMF23710640,23710711.0,-9.0
N929WNSANPDX23710560,23710711.0,-9.0
N959WNOAKPDX23710620,23710711.0,-9.0
N733SAHOUTPA23710605,23710711.0,-9.0
N389SWMCIBNA23710635,23710711.0,-9.0
N916WNLAXDAL23710535,23710712.0,2.0
N216WRDENOMA23710635,23710712.0,-8.0
N213WNPDXLAS23710595,23710712.0,-8.0
N794SWRSWIND23710530,23710712.0,27.0
N8313FMCOBNA23710580,23710713.0,13.0
N8318FHOULAX23710520,23710713.0,-37.0
N8328ADCARSW23710565,23710713.0,-22.0
N431WNDENPDX23710555,23710713.0,-17.0
N618WNTPAIND23710560,23710714.0,14.0
N629SWHOUMCO23710600,23710714.0,-16.0
N8601CPHXSTL23710560,23710714.0,-16.0
N459WNPHXOAK23710580,23710714.0,9.0
N622SWHOUJAX23710600,23710714.0,-1.0
N376SWABQDEN23710650,23710715.0,-15.0
N8612KHOULAS23710530,23710715.0,-20.0
N202WNHOUSAT23710650,23710715.0,10.0
N758SWDALDCA23710560,23710715.0,-5.0
N280WNDALSAT23710660,23710715.0,-10.0
N713SWFLLDAL23710540,23710716.0,-24.0
N412WNMDWDTW23710660,23710716.0,-14.0
N7722BBURPHX23710500,23710716.0,131.0
N356SWMCOBWI23710585,23710716.0,6.0
N8637AMCOHOU23710575,23710716.0,-19.0
N7719ADCAMDW23710595,23710716.0,-14.0
N750SABWICLE23710655,23710716.0,-14.0
N727SWHOUSAN23710525,23710716.0,-29.0
N7708EMDWTUS23710490,23710716.0,-9.0
N520SWAUSDAL23710655,23710716.0,6.0
N8622AMSPMDW23710625,23710717.0,2.0
N955WNDAYBWI23710625,23710717.0,7.0
N957WNMDWICT23710620,23710717.0,-13.0
N632SWPHXPDX23710555,23710718.0,-12.0
N771SABOSBWI23710615,23710718.0,3.0
N7731AJAXMDW23710575,23710719.0,4.0
N648SWLAXSJC23710645,23710719.0,9.0
N218WNPHLMCO23710575,23710719.0,-21.0
N7705AMDWMCO23710580,23710719.0,-16.0
N482WNMCOBUF23710565,23710719.0,-1.0
N719SWMEMTPA23710635,23710720.0,-20.0
N491WNLASSJC23710645,23710720.0,-10.0
N907WNPITBWI23710650,23710721.0,1.0
N7749BMDWMCI23710640,23710721.0,-9.0
N646SWSJCSAN23710645,23710721.0,-4.0
N7715EDCABNA23710620,23710722.0,-18.0
N246LVATLBDL23710605,23710723.0,-17.0
N227WNDENMSP23710625,23710723.0,-17.0
N386SWSANSMF23710635,23710723.0,-2.0
N271LVRSWMDW23710540,23710723.0,3.0
N7739ATPASJU23710545,23710723.0,8.0
N716SWPDXOAK23710590,23710723.0,33.0
N276WNAUSMCO23710590,23710724.0,-6.0
N499WNLGACAK23710585,23710725.0,35.0
N521SWDALELP23710620,23710725.0,0.0
N358SWHOUHRL23710670,23710725.0,-10.0
N243WNOKCPHX23710540,23710726.0,36.0
N228WNSMFBUR23710660,23710726.0,-4.0
N7730ADENSEA23710550,23710726.0,-4.0
N8626BMCOMDW23710560,23710726.0,-4.0
N8608NDENMCI23710640,23710727.0,-8.0
N500WRSANPHX23710490,23710727.0,157.0
N768SWATLHOU23710605,23710727.0,-28.0
N496WNOAKGEG23710620,23710727.0,-13.0
N446WNDENMDW23710605,23710727.0,-18.0
N259WNCMHMDW23710675,23710729.0,-21.0
N939WNSTLDEN23710595,23710729.0,-16.0
N436WNLAXDEN23710605,23710729.0,-11.0
N742SWABQDAL23710620,23710730.0,15.0
N624SWMCOMHT23710565,23710730.0,0.0
N248WNOAKSLC23710640,23710731.0,-9.0
N718SWATLLAX23710435,23710731.0,-19.0
N649SWTULDAL23710675,23710731.0,-4.0
N7738AATLSJU23710535,23710732.0,-13.0
N448WNOKCHOU23710655,23710732.0,-8.0
N355SWMCOPHL23710595,23710732.0,-3.0
N8645AMDWPHX23710480,23710733.0,13.0
N952WNLASSMF23710660,23710734.0,-16.0
N924WNSJCBUR23710675,23710734.0,-1.0
N486WNMSYDAL23710620,23710735.0,30.0
N920WNSANSAT23710585,23710736.0,-4.0
N7721EDCAATL23710625,23710737.0,-18.0
N473WNHOUFLL23710605,23710737.0,-8.0
N635SWBWIMCO23710605,23710738.0,-17.0
N7812GLASDAL23710565,23710738.0,18.0
N397SWPWMBWI23710650,23710739.0,-16.0
N943WNSNADEN23710620,23710739.0,-21.0
N291WNDALSTL23710655,23710740.0,-10.0
N7732AFLLATL23710620,23710740.0,0.0
N439WNSANOAK23710665,23710740.0,-15.0
N497WNOAKSEA23710620,23710741.0,1.0
N261WNMKEATL23710640,23710741.0,-24.0
N786SWSTLATL23710670,23710742.0,-23.0
N286WNLASBOI23710645,23710742.0,-8.0
N747SAMDWATL23710655,23710743.0,-22.0
N8613KLGAMDW23710595,23710743.0,-12.0
N560WNPHXBUR23710635,23710744.0,14.0
N363SWATLMKE23710620,23710745.0,-5.0
N429WNDCADAL23710560,23710745.0,-35.0
N515SWHOUMSY23710700,23710745.0,-15.0
N206WNLBBLAS23710630,23710746.0,-19.0
N944WNHOUSNA23710525,23710746.0,1.0
N254WNORFBWI23710700,23710746.0,-14.0
N7726ADALHOU23710680,23710747.0,2.0
N726SWLASPHX23710500,23710747.0,182.0
N523SWDALOKC23710705,23710747.0,-8.0
N670SWHOUIND23710625,23710747.0,-8.0
N760SWMDWONT23710480,23710748.0,3.0
N241WNFLLPHL23710585,23710748.0,-7.0
N602SWMHTBWI23710640,23710748.0,13.0
N779SWBURSJC23710690,23710749.0,-6.0
N938WNSMFDEN23710620,23710749.0,-11.0
N707SAMDWPDX23710485,23710749.0,-16.0
N413WNBWIDAL23710555,23710750.0,-20.0
N755SASDFMDW23710655,23710750.0,15.0
N405WNDALABQ23710650,23710750.0,-10.0
N7733BCLEBWI23710680,23710750.0,-10.0
N367SWSMFLAS23710670,23710750.0,0.0
N240WNMCISTL23710695,23710750.0,0.0
N730SWFLLPVD23710560,23710750.0,5.0
N511SWDALLBB23710695,23710750.0,-10.0
N616SWPNSHOU23710665,23710751.0,-19.0
N8650FFLLALB23710575,23710751.0,-9.0
N487WNTUSSAN23710665,23710751.0,11.0
N8303RDALLAS23710585,23710751.0,-19.0
N398SWSANSJC23710675,23710751.0,-4.0
N457WNSMFSNA23710650,23710751.0,16.0
N478WNFLLMCI23710540,23710752.0,2.0
N383SWAUSFLL23710605,23710753.0,-7.0
N283WNBOSATL23710580,23710753.0,-12.0
N793SAFLLTPA23710685,23710753.0,-2.0
N250WNLASSFO23710600,23710754.0,54.0
N945WNINDMCO23710635,23710754.0,-16.0
N263WNDTWMDW23710690,23710754.0,-6.0
N953WNSNASJC23710685,23710754.0,-6.0
